
DECIMAL       HEXADECIMAL     DESCRIPTION
17611683170   0x419BCF562     Zip archive data, at least v2.0 to extract, compressed size: 1054, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.ozcwFj
17611684357   0x419BCFA05     Zip archive data, at least v2.0 to extract, compressed size: 1054, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.tGHvsy
17611685544   0x419BCFEA8     Zip archive data, at least v2.0 to extract, compressed size: 1056, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.MhjBKX
17611686733   0x419BD034D     Zip archive data, at least v2.0 to extract, compressed size: 1055, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.MnkgjP
17611687921   0x419BD07F1     Zip archive data, at least v2.0 to extract, compressed size: 1054, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.rEkaQt
17611689108   0x419BD0C94     Zip archive data, at least v2.0 to extract, compressed size: 1055, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.WCMXgp
17611690296   0x419BD1138     Zip archive data, at least v2.0 to extract, compressed size: 1055, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.PTDpFL
17611691484   0x419BD15DC     Zip archive data, at least v2.0 to extract, compressed size: 1055, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.SGpjEZ
17611692672   0x419BD1A80     Zip archive data, at least v2.0 to extract, compressed size: 1053, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.uuzkfl
17611693858   0x419BD1F22     Zip archive data, at least v2.0 to extract, compressed size: 1056, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.ITgJqW
17611695047   0x419BD23C7     Zip archive data, at least v2.0 to extract, compressed size: 1054, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.fPrXma
17611696234   0x419BD286A     Zip archive data, at least v2.0 to extract, compressed size: 1046, uncompressed size: 2703, name: logworthy/system/Telenav_user-data/hal_storage/fordhalsimulation.ini.McvwKP
17611697413   0x419BD2D05     Zip archive data, at least v2.0 to extract, compressed size: 1047, uncompressed size: 2703, name: logworthy/system/Telenav_user-data/hal_storage/fordhalsimulation.ini.WMqRHS
17611703527   0x419BD44E7     PNG image, 1000 x 681, 8-bit colormap, non-interlaced
17611704616   0x419BD4928     Zlib compressed data, best compression
17611804167   0x419BECE07     PNG image, 1000 x 681, 8-bit colormap, non-interlaced
17612167395   0x419C458E3     PNG image, 1500 x 656, 8-bit/color RGBA, non-interlaced
17612190127   0x419C4B1AF     PNG image, 1000 x 795, 8-bit colormap, non-interlaced
17612289544   0x419C63608     PNG image, 1000 x 681, 8-bit colormap, non-interlaced
17612375715   0x419C786A3     PNG image, 1000 x 681, 8-bit colormap, non-interlaced
17613276045   0x419D5438D     PNG image, 1000 x 681, 8-bit colormap, non-interlaced
17613421353   0x419D77B29     PNG image, 1000 x 681, 8-bit colormap, non-interlaced
17613518054   0x419D8F4E6     PNG image, 1000 x 681, 8-bit colormap, non-interlaced
17613601576   0x419DA3B28     PNG image, 1000 x 681, 8-bit colormap, non-interlaced
17613641378   0x419DAD6A2     PNG image, 1000 x 681, 8-bit colormap, non-interlaced
17613642467   0x419DADAE3     Zlib compressed data, best compression
17614083882   0x419E1972A     PNG image, 1000 x 681, 8-bit colormap, non-interlaced
17614084867   0x419E19B03     Zlib compressed data, best compression
17614178737   0x419E309B1     PNG image, 1000 x 681, 8-bit colormap, non-interlaced
17614272715   0x419E478CB     PNG image, 1000 x 681, 8-bit colormap, non-interlaced
17614359901   0x419E5CD5D     PNG image, 1000 x 681, 1-bit grayscale, non-interlaced
17614359956   0x419E5CD94     Zlib compressed data, best compression
17614360080   0x419E5CE10     PNG image, 168 x 124, 8-bit/color RGBA, non-interlaced
17614497118   0x419E7E55E     PNG image, 300 x 300, 8-bit/color RGBA, non-interlaced
17614630930   0x419E9F012     eCos RTOS string reference: "ECOScheme COP1 V1.6"
17614946585   0x419EEC119     PNG image, 1000 x 681, 8-bit colormap, non-interlaced
17614947665   0x419EEC551     Zlib compressed data, best compression
17615051417   0x419F05A99     PNG image, 1000 x 681, 8-bit colormap, non-interlaced
17615124271   0x419F1772F     PNG image, 1000 x 681, 8-bit colormap, non-interlaced
17615293401   0x419F40BD9     PNG image, 1000 x 681, 8-bit colormap, non-interlaced
17615586167   0x419F88377     PNG image, 1000 x 681, 8-bit colormap, non-interlaced
17615763031   0x419FB3657     PNG image, 1000 x 681, 8-bit colormap, non-interlaced
17615831826   0x419FC4312     PNG image, 1000 x 681, 8-bit colormap, non-interlaced
17615995727   0x419FEC34F     PNG image, 1000 x 681, 8-bit colormap, non-interlaced
17616134561   0x41A00E1A1     Zip archive data, at least v2.0 to extract, compressed size: 1045, uncompressed size: 2703, name: logworthy/system/Telenav_user-data/hal_storage/fordhalsimulation.ini.LkwMAr
17616135739   0x41A00E63B     Zip archive data, at least v2.0 to extract, compressed size: 1052, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.QStdsp
17616136924   0x41A00EADC     Zip archive data, at least v2.0 to extract, compressed size: 1054, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.IrupOV
17616138111   0x41A00EF7F     Zip archive data, at least v2.0 to extract, compressed size: 1054, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.LeNfeK
17616139298   0x41A00F422     Zip archive data, at least v2.0 to extract, compressed size: 1053, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.mpcfVU
17616140484   0x41A00F8C4     Zip archive data, at least v2.0 to extract, compressed size: 1054, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.AtcLuA
17616141671   0x41A00FD67     Zip archive data, at least v2.0 to extract, compressed size: 1054, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.MeQWpy
17616142858   0x41A01020A     Zip archive data, at least v2.0 to extract, compressed size: 1053, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.TiHMlR
17616144044   0x41A0106AC     Zip archive data, at least v2.0 to extract, compressed size: 1053, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.DolQiy
17616145230   0x41A010B4E     Zip archive data, at least v2.0 to extract, compressed size: 1045, uncompressed size: 2703, name: logworthy/system/Telenav_user-data/hal_storage/fordhalsimulation.ini.UQfgbL
17616146408   0x41A010FE8     Zip archive data, at least v2.0 to extract, compressed size: 1045, uncompressed size: 2703, name: logworthy/system/Telenav_user-data/hal_storage/fordhalsimulation.ini.glkxVV
17616147586   0x41A011482     Zip archive data, at least v2.0 to extract, compressed size: 1054, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.jDyCRC
17616148773   0x41A011925     Zip archive data, at least v2.0 to extract, compressed size: 1054, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.zzfRsF
17616149960   0x41A011DC8     Zip archive data, at least v2.0 to extract, compressed size: 1054, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.GcAHbM
17616151147   0x41A01226B     Zip archive data, at least v2.0 to extract, compressed size: 1054, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.IWMqDs
17616152334   0x41A01270E     Zip archive data, at least v2.0 to extract, compressed size: 1054, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.NsNJqg
17616153521   0x41A012BB1     Zip archive data, at least v2.0 to extract, compressed size: 1053, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.hheOBI
17616154707   0x41A013053     Zip archive data, at least v2.0 to extract, compressed size: 1055, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.FriYYL
17616155895   0x41A0134F7     Zip archive data, at least v2.0 to extract, compressed size: 1052, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.veaIbB
17616157080   0x41A013998     Zip archive data, at least v2.0 to extract, compressed size: 1053, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.eFrlqp
17616158266   0x41A013E3A     Zip archive data, at least v2.0 to extract, compressed size: 1055, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.wZYBBW
17616301602   0x41A036E22     PNG image, 800 x 1280, 8-bit colormap, non-interlaced
17616302420   0x41A037154     Zlib compressed data, best compression
17616546739   0x41A072BB3     PNG image, 1000 x 681, 8-bit colormap, non-interlaced
17616761878   0x41A0A7416     PNG image, 1000 x 681, 8-bit colormap, non-interlaced
17616982750   0x41A0DD2DE     Zip archive data, at least v2.0 to extract, compressed size: 1045, uncompressed size: 2703, name: logworthy/system/Telenav_user-data/hal_storage/fordhalsimulation.ini.VTVCWh
17616983928   0x41A0DD778     Zip archive data, at least v2.0 to extract, compressed size: 1053, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.ITpoEk
17616985114   0x41A0DDC1A     Zip archive data, at least v2.0 to extract, compressed size: 1055, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.NqFTKh
17616986302   0x41A0DE0BE     Zip archive data, at least v2.0 to extract, compressed size: 1045, uncompressed size: 2703, name: logworthy/system/Telenav_user-data/hal_storage/fordhalsimulation.ini.IAmvvV
17616987480   0x41A0DE558     Zip archive data, at least v2.0 to extract, compressed size: 1053, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.fIRSjg
17616988666   0x41A0DE9FA     Zip archive data, at least v2.0 to extract, compressed size: 1053, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.ynHBNf
17616989852   0x41A0DEE9C     Zip archive data, at least v2.0 to extract, compressed size: 1055, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.hMZgLJ
17616991040   0x41A0DF340     Zip archive data, at least v2.0 to extract, compressed size: 1052, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.xiblaM
17616992225   0x41A0DF7E1     Zip archive data, at least v2.0 to extract, compressed size: 1054, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.iFEPcE
17616993412   0x41A0DFC84     Zip archive data, at least v2.0 to extract, compressed size: 1054, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.zSHyBV
17616994599   0x41A0E0127     Zip archive data, at least v2.0 to extract, compressed size: 1046, uncompressed size: 2703, name: logworthy/system/Telenav_user-data/hal_storage/fordhalsimulation.ini.WwKbQV
17616995778   0x41A0E05C2     Zip archive data, at least v2.0 to extract, compressed size: 1054, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.fqqxzp
17616996965   0x41A0E0A65     Zip archive data, at least v2.0 to extract, compressed size: 1055, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.HzOMLl
17616998153   0x41A0E0F09     Zip archive data, at least v2.0 to extract, compressed size: 1053, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.frFdrH
17616999339   0x41A0E13AB     Zip archive data, at least v2.0 to extract, compressed size: 1053, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.aOxcll
17617000525   0x41A0E184D     Zip archive data, at least v2.0 to extract, compressed size: 1054, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.ZEIuVV
17617001712   0x41A0E1CF0     Zip archive data, at least v2.0 to extract, compressed size: 1045, uncompressed size: 2703, name: logworthy/system/Telenav_user-data/hal_storage/fordhalsimulation.ini.KOnfUu
17617002890   0x41A0E218A     Zip archive data, at least v2.0 to extract, compressed size: 1055, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.BRYOgK
17617004078   0x41A0E262E     Zip archive data, at least v2.0 to extract, compressed size: 1053, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.qgahCp
17617005264   0x41A0E2AD0     Zip archive data, at least v2.0 to extract, compressed size: 1054, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.OuUXnO
17617006451   0x41A0E2F73     Zip archive data, at least v2.0 to extract, compressed size: 1054, uncompressed size: 2685, name: logworthy/system/Telenav_user-data/hal_storage/subscriptioncache.ini.VvLcKw
17617280501   0x41A125DF5     PNG image, 120 x 120, 8-bit/color RGBA, non-interlaced
17617280542   0x41A125E1E     Zlib compressed data, best compression
17617285277   0x41A12709D     PNG image, 120 x 120, 8-bit/color RGBA, non-interlaced
17617285318   0x41A1270C6     Zlib compressed data, best compression
17617289265   0x41A128031     PNG image, 390 x 446, 8-bit/color RGBA, non-interlaced
17617326559   0x41A1311DF     PNG image, 473 x 512, 8-bit/color RGBA, non-interlaced
17617385897   0x41A13F9A9     PNG image, 390 x 446, 8-bit/color RGBA, non-interlaced
17617440137   0x41A14CD89     PNG image, 228 x 228, 8-bit/color RGBA, non-interlaced
17617440178   0x41A14CDB2     Zlib compressed data, best compression
17617532163   0x41A163503     PNG image, 479 x 508, 8-bit/color RGBA, non-interlaced
17617572152   0x41A16D138     Zip archive data, at least v2.0 to extract, compressed size: 3758, uncompressed size: 11294, name: logworthy/system/pps.txt
17617575992   0x41A16E038     Zip archive data, at least v2.0 to extract, compressed size: 11060, uncompressed size: 74012, name: logworthy/system/core_networking_logs.txt
